,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.75967,21.759469999999997,0.6203469,0.20000000000043855,tran_LayGtAttTtVt,Lay,Fri Jan 20 21:04:37 2023,True
0,21.75967,21.759469999999997,0.6203469,0.20000000000043855,tran_LayGtAttTtVt,Lay,Tue Jan 17 18:35:30 2023,True
