,ibns_20u,ibns_20u_9n,vgs_m1,ibn_settl_err,name,type,time,OK
0,21.760299999999997,21.76028,0.6203478,0.019999999998010977,tran_SchGtAttTtVt,Sch,Tue Dec 20 23:00:32 2022,True
